id,name,productCount,subtreeProductCount,parent,numChildren,averagePrice,numUnder10,numUnder25,numUnder50,numUnder100,numOver100,noPrice
140,Bearings,25,25,131,0,14.15,11,12,2,0,0,0
141,Clutch Bells,8,8,131,0,12.27,4,3,1,0,0,0
142,Connecting Rods & Parts,2,5,131,1,7.02,4,1,0,0,0,0
143,Engine Mounts,4,4,131,0,10.69,1,3,0,0,0,0
144,Crankshafts & Parts,0,6,131,2,25.28,2,3,0,1,0,0
145,Gaskets & O-Rings,4,4,131,0,6.69,4,0,0,0,0,0
146,Carburetors & Parts,0,5,131,2,83.79,1,0,1,0,2,1
147,Carburetors,3,3,146,0,110.73,0,0,1,0,2,0
148,Carburetor Parts,2,2,146,0,2.99,1,0,0,0,0,1
149,Crankshaft Parts,5,5,144,0,12.3,2,3,0,0,0,0
150,Crankshafts,1,1,144,0,90.19,0,0,0,1,0,0
151,Connecting Rods,3,3,142,0,8.44,2,1,0,0,0,0
152,Piston Parts,3,3,137,0,28.87,1,0,2,0,0,0
153,Pistons,1,1,137,0,0,0,0,0,0,0,1
154,Fuel Tanks,12,12,134,0,9.69,7,4,0,0,0,1
155,Radio Transmitters,114,114,65,0,155.62,3,3,19,22,34,33
156,Radio Receivers,90,90,65,0,48.85,10,14,26,17,7,16
157,Radio System Parts & Accessories,62,113,65,2,17.2,44,45,11,4,1,8
158,Radio Crystals,5,5,157,0,24.01,1,2,2,0,0,0
159,Radio Antennae,46,46,157,0,10.82,26,14,3,0,0,3
160,Battery Chargers,266,266,64,0,48.12,40,63,38,33,20,72
161,Vehicle Batteries,686,686,64,0,32.84,119,165,153,77,19,153
162,RC Aircraft,21,2469,59,2,57.23,415,328,364,314,261,787
163,RC Ground Vehicles,18,1129,59,2,164.81,17,61,116,105,366,464
164,RC Watercraft,278,278,59,0,85.44,1,19,61,50,30,117
165,RC Automobiles,1,1040,163,3,169.68,16,57,103,92,343,429
166,RC Tanks,71,71,163,0,117.54,1,2,11,10,23,24
167,RC Cars,404,404,165,0,99.22,16,43,73,28,81,163
168,RC Trucks,605,605,165,0,216.63,0,14,27,61,251,252
169,RC Crawlers,30,30,165,0,195.73,0,0,3,3,10,14
170,RC Helicopters,1820,1820,162,0,51.59,254,267,328,239,136,596
171,RC Airplanes,628,628,162,0,70.24,158,60,35,74,119,182
172,Hobby Building Hand Tools,0,546,47,2,19.03,233,131,71,21,9,81
173,Hobby Paints & Painting Tools,3,608,47,2,25.79,325,124,36,19,36,68
174,Hobby Adhesives,144,144,47,0,8.64,89,37,2,0,0,16
175,Hobby Building Hardware,0,77,47,2,12.2,51,17,1,0,1,7
176,RC Turnbuckles & Pro-Links,52,52,175,0,14.2,33,12,0,0,1,6
177,RC Linkages,25,25,175,0,8.35,18,5,1,0,0,1
178,Hobby Paints,394,394,173,0,12.22,246,75,18,6,4,45
179,Hobby Painting Tools,211,211,173,0,51.25,78,47,18,13,32,23
180,Magnifying Tools,434,434,172,0,17.42,215,92,42,15,8,62
181,Hobby Tool Sets,112,112,172,0,25.45,18,39,29,6,1,19
182,Model Kits,499,5014,46,5,38.05,516,1641,1262,450,217,928
183,Pre-Built & Diecast Models,29,3639,46,2,54.43,173,671,636,355,271,1533
184,Vehicles,2203,3550,183,4,55.42,154,639,622,346,268,1521
185,Figures,60,60,183,0,29.83,14,20,9,7,2,8
186,Ground Vehicles,463,463,184,0,44.75,23,122,115,73,29,101
187,Aircraft,605,605,184,0,64.58,25,127,132,63,110,148
188,Watercraft,177,177,184,0,118.86,6,24,37,37,40,33
189,Spacecraft,102,102,184,0,70.49,7,9,27,21,17,21
190,Vehicle Kits,135,3450,182,4,40.75,320,1116,852,298,177,687
191,Architecture Kits,84,84,182,0,38.8,7,15,29,13,2,18
192,Figure Kits,533,894,182,2,31.82,109,331,234,90,19,111
193,Diorama Kits,56,56,182,0,17.42,14,17,8,2,0,15
194,Artillery Kits,31,31,182,0,28.1,4,12,10,4,0,1
195,Robot Kits,331,331,192,0,40.5,18,124,97,56,13,23
196,Animal Kits,30,30,192,0,18.6,6,13,2,2,0,7
197,Aircraft Kits,21,1281,190,2,32.76,155,432,295,92,42,265
198,Watercraft Kits,492,492,190,0,66.42,26,115,129,63,66,93
199,Spacecraft Kits,188,188,190,0,43.17,6,53,43,28,10,48
200,Ground Vehicle Kits,1354,1354,190,0,36.47,124,494,355,100,49,232
201,Airplane Kits,1178,1178,197,0,33.14,145,391,282,85,40,235
202,Helicopter Kits,82,82,197,0,27.3,9,36,13,5,2,17
203,Accessories,90,1111,45,8,28.39,215,365,166,65,38,262
204,Train Cars,302,832,45,3,69.11,3,148,69,124,76,412
205,Train Sets,356,356,45,0,129.02,9,43,18,35,111,140
206,Power Supplies,36,36,45,0,79.85,1,5,7,8,7,8
207,Locomotives,258,258,204,0,109.75,1,9,13,70,59,106
208,Freight Cars,208,208,204,0,28.9,1,95,28,14,1,69
209,Passenger Cars,64,64,204,0,53.79,0,7,16,8,4,29
210,Buildings,250,250,203,0,29.66,13,86,67,14,3,67
211,Scenery,157,157,203,0,22.48,47,60,16,10,3,21
212,Tracks,275,275,203,0,30.62,77,87,33,27,16,35
213,Train Signals,17,17,203,0,42.06,3,2,3,2,1,6
214,Figures,172,172,203,0,17.29,34,75,18,0,1,44
215,Car Accessories,74,74,203,0,40.88,18,17,9,5,5,20
216,Track Accessories,16,16,203,0,30.58,5,3,2,1,1,4
217,Vehicles,60,60,203,0,12.31,8,13,0,0,0,39
218,Stamp Sets,7,7,44,0,8.2,7,0,0,0,0,0
219,Kites & Wind Spinners,19,1559,15,3,30.43,238,492,286,83,50,410
220,Sports,287,3129,15,12,36.25,336,672,360,217,93,1451
221,Pools & Water Fun,272,4100,15,13,35.81,776,1015,499,227,124,1459
222,Sandboxes & Accessories,109,109,15,0,77.58,8,19,15,11,18,38
223,Fitness Equipment,157,157,15,0,34.51,23,45,14,14,9,52
224,Play Tents & Tunnels,820,820,15,0,45.63,9,113,203,95,26,374
225,Marble Games,224,224,15,0,25.95,112,33,11,9,11,48
226,Beanbags & Foot Bags,117,287,15,2,37.75,50,77,39,25,21,75
227,Gardening Tools,163,163,15,0,17.47,44,42,13,6,0,58
228,Play Sets & Playground Equipment,285,805,15,6,124.89,31,81,146,78,144,325
229,Blasters & Foam Play,743,743,15,0,25.9,149,234,124,34,12,190
230,Yo-yos,592,592,15,0,15.89,189,159,46,18,1,179
231,Bubbles,665,665,15,0,12.99,235,167,37,7,0,219
232,Playhouses,202,202,15,0,167.23,1,12,27,20,54,88
233,Inflatable Bouncers,260,260,15,0,282.01,11,5,12,18,97,117
234,Pogo Sticks & Hoppers,122,122,15,0,22.33,6,57,24,1,1,33
235,Slumber Bags,230,230,15,0,49.16,1,37,38,13,6,135
236,Ball Pits & Accessories,145,145,15,0,49.55,5,12,31,9,6,82
237,Sand & Water Tables,42,42,15,0,120.23,0,2,6,3,12,19
238,Kickball & Playground Balls,26,26,15,0,14.63,11,6,0,1,0,8
239,Lawn Games,37,37,15,0,29.35,2,13,5,4,1,12
240,Trampolines,6,6,15,0,304.57,1,0,0,0,4,1
241,Freestanding Climbers,40,40,228,0,270.67,0,1,2,5,18,14
242,Play Set Attachments,21,248,228,5,77.31,8,39,83,39,39,40
243,Teeter Totters,33,33,228,0,128.69,1,1,2,2,8,19
244,Play & Swing Sets,124,124,228,0,392.84,1,1,4,2,39,77
245,Freestanding Slides,16,16,228,0,110.35,0,0,2,3,3,8
246,Parts & Hardware,59,59,228,0,45.79,14,13,17,3,3,9
247,Swings,145,145,242,0,64.2,1,14,65,27,16,22
248,Glider Attachments,11,11,242,0,93.03,0,1,0,5,4,1
249,Slide Attachments,22,22,242,0,294.8,0,0,1,1,16,4
250,Climber Attachments,23,23,242,0,49.7,0,7,6,3,2,5
251,Ring & Trapeze Attachments,26,26,242,0,25.21,5,9,4,3,0,5
252,Foot Bags,90,90,226,0,9.29,43,20,0,0,0,27
253,Bean Bag Game Sets,80,80,226,0,62.76,1,19,20,12,14,14
254,Sprinklers,134,134,221,0,25.04,25,41,11,7,2,48
255,Beach Toys,486,486,221,0,25.22,121,150,37,22,6,150
256,"Water Guns, Blasters & Soakers",383,383,221,0,21.33,101,85,44,5,5,143
257,Pool Rafts & Inflatable Ride-ons,732,732,221,0,26.4,139,187,109,46,11,240
258,Kiddie Pools,256,256,221,0,40.19,9,55,53,23,4,112
259,Swimming Floatation Devices,242,242,221,0,19.89,31,82,32,5,0,92
260,Pool Toys,16,401,221,4,43.74,106,96,31,22,14,132
261,Lawn Water Slides,196,196,221,0,133.63,8,40,24,7,21,96
262,Baby Floats,111,111,221,0,21.46,17,31,23,1,1,38
263,Beach Balls,266,266,221,0,13.18,96,77,13,1,2,77
264,Basketball & Volleyball Sets,78,78,221,0,111.42,3,12,15,17,20,11
265,Pool Loungers,371,371,221,0,58.31,8,50,82,59,29,143
266,Water Balloons,172,172,221,0,10.89,67,47,6,0,0,52
267,Dive Rings & Toys,172,172,260,0,15.29,48,54,11,4,0,55
268,Swim Rings,104,104,260,0,13.15,48,19,7,3,0,27
269,Swim Noodles,57,57,260,0,28.89,8,14,4,7,0,24
270,Inflatable Water Slides,52,52,260,0,214.53,2,7,4,6,12,21
271,Toy Sports,563,1075,220,6,28.41,146,274,143,55,15,442
272,Golf,61,192,220,3,57.08,13,29,16,31,17,86
273,Soccer,51,239,220,3,27.75,12,56,23,5,3,140
274,Boxing,2,247,220,3,24.08,51,65,35,17,2,77
275,Baseball & Softball,51,366,220,8,44.25,14,45,53,31,13,210
276,Football,196,196,220,0,17.67,17,48,6,2,0,123
277,Snow Sports,0,171,220,2,45.16,8,23,20,23,3,94
278,Basketball,9,65,220,1,24.65,11,20,14,5,0,15
279,Volleyball,0,49,220,2,25.75,7,19,4,2,1,16
280,Hockey,8,93,220,5,49.28,5,12,8,13,4,51
281,Tennis,11,123,220,2,46.22,9,27,9,13,9,56
282,Gymnastics,4,26,220,2,223.98,0,1,2,2,16,5
283,Competition Equipment,18,18,282,0,229.65,0,0,1,2,14,1
284,Skill Shapes,4,4,282,0,42.97,0,0,1,0,0,3
285,Racquets,81,81,281,0,55.99,2,18,3,12,7,39
286,Tennis Balls,31,31,281,0,22.97,7,5,5,0,1,13
287,Protective Gear,48,48,280,0,41.16,2,5,2,5,0,34
288,Hockey Sticks,14,14,280,0,50.72,2,2,3,2,2,3
289,Goalie Equipment,3,3,280,0,53.32,0,0,1,2,0,0
290,Ice Hockey Skates,19,19,280,0,78.54,0,1,1,4,1,12
291,Roller Hockey Skates,1,1,280,0,0,0,0,0,0,0,1
292,Volleyballs,24,24,279,0,34.68,1,11,4,2,1,5
293,Protective Gear,25,25,279,0,13.62,6,8,0,0,0,11
294,Basketballs,56,56,278,0,25.88,8,18,13,5,0,12
295,Snow Sleds,108,108,277,0,43.53,7,19,9,14,2,57
296,Ice Skates,63,63,277,0,48.36,1,4,11,9,1,37
297,T-Ball,23,23,275,0,24.15,1,10,7,0,0,5
298,Protective Gear,106,106,275,0,57.75,4,14,25,27,10,26
299,Baseballs,13,13,275,0,13.52,4,1,1,0,0,7
300,Softballs,5,5,275,0,16.55,1,3,1,0,0,0
301,Baseball Bats,25,137,275,2,44.69,1,6,9,2,2,117
302,Gloves & Mitts,25,25,275,0,52.88,0,1,3,1,1,19
303,Batting Gloves,3,3,275,0,12.95,0,1,0,0,0,2
304,Softball Bats,3,3,275,0,12.99,0,1,0,0,0,2
305,Aluminum,81,81,301,0,66.09,0,1,5,2,2,71
306,Wood,31,31,301,0,26.25,0,3,3,0,0,25
307,Punching Bags,138,138,274,0,24.64,24,37,22,10,1,44
308,Boxing Gloves,63,63,274,0,17.64,20,23,3,0,1,16
309,Protective Gear,44,44,274,0,34.32,6,4,10,7,0,17
310,Soccer Balls,119,119,273,0,23.16,8,48,6,2,1,54
311,Protective Gear,55,55,273,0,21.41,2,5,4,0,0,44
312,Goals,14,14,273,0,36.21,0,1,7,1,0,5
313,Golf Clubs,86,114,272,6,75.88,0,7,10,28,11,58
314,Golf Balls,16,16,272,0,34.05,6,3,0,1,1,5
315,Complete Sets,1,1,272,0,19.95,0,1,0,0,0,0
316,Wedges & Utility Clubs,5,5,313,0,35.6,0,0,3,1,0,1
317,Left-Handed Clubs,13,13,313,0,74.42,0,0,0,8,0,5
318,Woods,3,3,313,0,0,0,0,0,0,0,3
319,Putters,5,5,313,0,19.9,0,3,0,0,0,2
320,Irons,1,1,313,0,13.99,0,1,0,0,0,0
321,Drivers,1,1,313,0,0,0,0,0,0,0,1
322,Toy Basketball,147,147,271,0,31.89,21,30,34,10,4,48
323,Toy Baseball,110,110,271,0,20.75,22,40,8,7,0,33
324,Toy Golf,78,78,271,0,41.15,9,27,13,6,3,20
325,Toy Football,128,128,271,0,18.57,21,33,9,1,1,63
326,Toy Soccer,31,31,271,0,20.05,3,9,3,1,0,15
327,Toy Hockey,18,18,271,0,58.42,0,4,2,1,1,10
328,Kite Accessories,109,109,219,0,25.64,35,22,15,10,3,24
329,Kites,833,833,219,0,35.14,116,242,174,39,41,221
330,Wind Spinners,598,598,219,0,25.6,72,227,95,33,6,165
331,Action & Toy Figures,5985,5985,14,0,58.62,620,1360,1458,1009,655,883
332,Puzzles,773,773,14,0,23.49,85,391,110,31,10,146
333,Games,300,300,14,0,29.46,54,90,81,25,5,45
334,Novelty & Gag Toys,752,752,14,0,15.83,435,127,42,13,12,123
335,Executive Desk Toys,39,39,14,0,52.24,17,6,5,2,2,7
336,Die-Cast & Toy Vehicles,285,285,14,0,53.23,52,54,42,42,22,73
337,Building Sets,8925,8925,13,0,53.04,1685,2267,1490,1008,884,1591
338,Stacking Blocks,755,755,13,0,50.07,40,179,149,92,60,235
339,Gear Sets,52,52,13,0,35.42,5,7,10,6,0,24
340,Marble Runs,117,117,13,0,65.97,5,14,30,15,13,40
341,Action Figures,35342,35342,12,0,36.26,7467,9165,6517,3115,1661,7417
342,Playsets & Vehicles,9,7595,12,2,37.7,1089,1905,1325,670,302,2304
343,Accessories,2397,2397,12,0,23.29,629,669,303,105,38,653
344,Statues & Bobbleheads,24,3528,12,2,69.01,270,679,541,504,447,1087
345,Statues,2487,2487,344,0,88.82,78,315,403,473,430,788
346,Bobbleheads,1017,1017,344,0,22.85,188,361,137,27,16,288
347,Playsets,6544,6544,342,0,36.36,982,1605,1069,556,238,2094
348,Vehicles,1042,1042,342,0,45.0,106,295,254,114,64,209
349,Play Vehicles,5984,5984,11,0,28.06,1240,1589,876,313,141,1825
350,Toy RC Vehicles & Batteries,1,3258,11,2,43.44,158,523,690,287,100,1500
351,Die-Cast Vehicles,4337,4337,11,0,27.22,1178,1122,641,273,122,1001
352,Play Trains & Railway Sets,8,3606,11,3,30.76,596,1132,525,236,121,996
353,Vehicle Playsets,2354,2354,11,0,34.17,239,670,442,193,73,737
354,Pull Back Vehicles,130,130,11,0,14.24,47,42,5,2,0,34
355,Train Sets,2145,2145,352,0,35.77,304,621,293,164,104,659
356,Accessories,35,620,352,2,28.66,127,160,92,48,13,180
357,Train Cars,833,833,352,0,21.08,164,351,138,23,4,153
358,Train Tracks,466,466,356,0,29.85,94,106,74,31,12,149
359,Buildings & Scenery,119,119,356,0,24.52,27,49,13,13,1,16
360,Toy RC Vehicles,2979,2979,350,0,43.24,124,472,639,270,87,1387
361,Battery Packs & Chargers,278,278,350,0,45.31,34,51,51,17,13,112
362,Systems & Accessories,129,1387,10,3,23.57,397,407,163,82,22,316
363,Electronic Toys,1331,1331,10,0,32.46,153,394,260,116,38,370
364,Music Players & Karaoke,174,315,10,3,42.91,36,38,66,27,14,134
365,Electronic Pets,976,976,10,0,31.81,179,187,138,75,24,373
366,Plug & Play Video Games,365,365,10,0,38.4,35,81,100,40,16,93
367,Cameras & Camcorders,337,337,10,0,39.42,32,87,73,33,14,98
368,Dance Mats,44,44,10,0,42.72,2,7,5,3,1,26
369,Personal Video Players & Accessories,102,102,10,0,28.81,18,14,13,5,3,49
370,Walkie Talkies,193,193,10,0,29.8,12,44,45,8,4,80
371,RC Figures & Robots,214,214,10,0,70.06,12,27,45,25,16,89
372,Karaoke Machines,48,48,364,0,54.26,1,3,14,5,4,21
373,Karaoke Accessories,10,10,364,0,33.02,1,3,1,1,0,4
374,MP3 Players,83,83,364,0,37.12,11,8,19,10,2,33
375,Electronic Software & Books,817,817,362,0,17.11,288,273,96,22,4,134
376,Electronic Systems,272,272,362,0,56.21,21,41,41,49,15,105
377,Electronic System Accessories,169,169,362,0,14.51,64,64,13,1,1,26
378,Pretend Play,2193,6428,9,8,30.95,1013,1746,934,279,217,2239
379,Beauty & Fashion,377,2583,9,7,15.31,988,642,164,37,34,718
380,Hair & Nails,81,81,9,0,15.1,37,21,2,4,1,16
381,Bracelets,504,504,379,0,9.71,265,76,21,0,2,140
382,Vanity Cases,51,51,379,0,56.43,2,6,8,4,2,29
383,Makeup,641,641,379,0,21.42,197,221,66,13,27,117
384,Necklaces,351,351,379,0,8.76,204,63,9,1,0,74
385,Jewelry Music Boxes,60,60,379,0,50.42,4,3,15,8,3,27
386,Purses,487,487,379,0,14.67,107,160,26,3,0,191
387,Rings,112,112,379,0,8.69,57,22,4,0,0,29
388,Magnet & Felt Playboards,586,586,378,0,14.61,204,176,36,4,3,163
389,Construction Tools,500,500,378,0,33.68,40,115,94,27,15,209
390,Money & Banking,406,406,378,0,22.84,117,90,36,12,6,145
391,Paper & Magnetic Dolls,134,134,378,0,21.4,34,42,11,2,2,43
392,Kitchen Toys,78,2167,378,6,41.81,220,605,329,117,153,743
393,Grocery Shopping,18,157,378,2,33.73,7,30,44,11,1,64
