id,name,productCount,subtreeProductCount,parent,numChildren,averagePrice,numUnder10,numUnder25,numUnder50,numUnder100,numOver100,noPrice
49,Luxury Beauty,1926,1926,0,0,35.03,39,586,534,207,35,525
50,Buy a Kindle,1895,1895,0,0,7.3,578,27,2,5,13,1270
51,Country,0,1695,0,10,3.59,544,14,0,0,0,1137
52,MP3 Players & Accessories,1672,1672,0,0,32.05,272,222,139,46,38,955
53,Gospel,1526,1647,0,4,2.66,865,10,0,0,0,772
54,Magazine Subscriptions,13,1478,0,36,82.87,2,58,391,363,195,469
55,New Age,0,1307,0,3,3.02,507,2,0,0,0,798
56,Wine,1237,1237,0,0,33.82,30,275,157,91,11,673
57,Hard Rock & Metal,0,1068,0,8,5.77,364,12,0,0,0,692
58,Blues,0,906,0,11,3.83,229,3,0,0,0,674
59,Rap & Hip-Hop,0,794,0,10,3.24,247,4,0,0,0,543
60,Latin Music,0,633,0,28,2.82,282,5,0,0,0,346
61,Gift Cards,0,484,0,1,108.61,6,25,29,133,145,146
62,Camera & Photo,462,462,0,0,46.66,73,96,46,18,29,200
63,Car Electronics,408,408,0,0,91.32,62,62,32,41,72,139
64,GPS & Navigation,361,361,0,0,83.69,44,46,31,42,46,152
65,Classic Rock,5,346,0,7,3.51,80,2,0,0,0,264
66,Children's Music,0,313,0,4,4.51,136,1,0,0,0,176
67,Broadway & Vocalists,0,294,0,3,4.09,110,5,0,0,0,179
68,Appstore for Android,152,152,0,0,0,0,0,0,0,0,152
69,Furniture & D&#233;cor,108,108,0,0,199.36,0,3,5,11,29,60
70,Davis,59,59,0,0,3.11,58,0,0,0,0,1
71,Purchase Circles,0,33,0,1,45.8,1,3,16,10,0,3
72,Sports Collectibles,27,27,0,0,14.97,2,3,0,0,0,22
73,All Credit Cards,21,21,0,0,0,0,0,0,0,0,21
74,Entertainment,6,6,0,0,0,0,0,0,0,0,6
75,Gift Cards Store,5,5,0,0,133.33,0,0,0,2,1,2
76,Microsoft,4,4,0,0,4.99,2,0,0,0,0,2
77,Amazon Coins,4,4,0,0,46.25,0,1,1,1,1,0
78,Amazon Fire TV,3,3,0,0,0,0,0,0,0,0,3
79,Publishers,0,2,0,1,0,0,0,0,0,0,2
80,Celebrate your Birthday with Nickelodeon,2,2,0,0,1.14,2,0,0,0,0,0
81,Nickelodeon,2,2,0,0,1.14,2,0,0,0,0,0
82,Learning & Education,0,1,0,1,0.99,1,0,0,0,0,0
83,Collectible Coins,1,1,0,0,0,0,0,0,0,0,1
84,#508510,0,1,0,1,30.5,0,0,1,0,0,0
