id,name,productCount,subtreeProductCount,parent,numChildren,averagePrice,numUnder10,numUnder25,numUnder50,numUnder100,numOver100,noPrice
39,Indie & Lo-Fi,404,19627,38,10,17.54,4984,7699,3055,228,17,3644
40,Indie Rock,17766,17766,39,0,17.7,4474,6957,2894,209,10,3222
41,Software,141,18469,0,16,74.52,1614,2488,3538,2000,1949,6880
42,Business & Office,837,2983,41,16,103.98,130,229,474,361,470,1319
43,Visualization & Presentation,145,145,42,0,128.56,4,8,9,16,27,81
44,Everything Else,194914,194914,0,0,26.09,47313,34765,17186,7519,4310,83821
45,Travel,519,8013,1,17,5.29,4135,446,10,0,0,3422
46,United States,236,1476,45,40,5.29,735,93,1,0,0,647
47,Northeast,0,266,46,3,5.0,139,14,0,0,0,113
48,New England,98,98,47,0,5.55,50,8,0,0,0,40
49,Sports & Outdoors,330,7414,1,24,6.02,4023,564,18,0,0,2809
50,Hiking & Camping,1,863,49,3,5.01,578,58,1,0,0,226
51,Instructional,378,378,50,0,4.95,287,33,1,0,0,57
52,"Health, Fitness & Dieting",1571,22682,1,17,5.01,13746,974,64,15,5,7878
53,Diets & Weight Loss,155,5573,52,18,4.3,3937,203,1,0,0,1432
54,Other Diets,2456,2456,53,0,4.6,1700,109,1,0,0,646
55,Home & Kitchen,10592,436988,0,11,57.75,63506,89760,57512,34996,39394,151820
56,Learning & Education,1191,12567,19,12,34.55,2470,3660,1837,789,613,3198
57,Flash Cards,576,576,56,0,14.52,225,202,36,7,6,100
58,Education & Reference,1773,4261,41,13,65.72,409,684,908,313,434,1513
59,Encyclopedias,109,109,58,0,32.48,8,18,31,5,2,45
60,Health & Personal Care,13365,263032,0,9,28.61,56197,74807,42035,15964,7040,66989
61,Video Games,416,50953,0,16,40.88,12088,13414,9890,4984,3529,7048
62,Xbox 360,126,4867,61,5,41.82,1009,1357,1112,672,342,375
63,Games,1906,1906,62,0,45.51,148,517,645,360,127,109
64,Office Products,0,134838,0,3,44.88,33324,33249,15900,9353,10659,32353
65,Office & School Supplies,166,112101,64,19,28.8,31558,31103,13190,6190,4186,25874
66,"Calendars, Planners & Personal Organizers",175,11036,65,8,17.88,1848,2508,682,150,39,5809
67,Appointment Books & Planners,2865,2865,66,0,19.64,271,822,205,41,7,1519
68,Photography,861,861,41,0,83.53,31,70,137,198,122,303
69,Cell Phones & Accessories,523,346793,0,4,13.48,203894,54354,14264,5872,4565,63844
70,Cases,12,229844,69,7,9.56,141537,34277,7471,1997,773,43789
71,Basic Cases,223962,223962,70,0,9.52,138462,33095,7218,1963,754,42470
72,Printer Ink & Toner,319,20500,65,3,41.61,3686,6044,4387,2538,1551,2294
73,Inkjet Printer Ink,11949,11949,72,0,27.01,2987,3970,2214,861,282,1635
74,Jewelry Accessories,528,7103,6,2,35.71,1183,1779,1022,345,326,2448
75,Jewelry Boxes & Organizers,519,6127,74,6,35.76,944,1546,904,298,278,2157
76,Jewelry Boxes,3419,3419,75,0,31.93,426,787,653,219,85,1249
77,Kitchen & Dining,2230,223505,55,14,36.65,39229,56540,30386,13561,10008,73781
78,Dining & Entertaining,209,60813,77,9,32.33,7338,16858,9801,3980,1807,21029
79,Serveware,369,13919,78,9,37.92,1154,3023,2900,1105,533,5204
80,Butter Dishes,561,561,79,0,27.22,56,136,94,35,4,236
81,Mathematics & Counting,747,747,56,0,21.84,186,296,79,32,9,145
82,Electronics,0,498196,0,13,61.41,106502,114657,69631,43907,54996,108503
83,Computers & Accessories,5020,233684,82,18,57.57,48868,56713,35897,20281,21494,50431
84,Cables & Accessories,460,52339,83,24,33.27,16348,12438,7780,4444,2610,8719
85,Monitor Accessories,316,1370,84,3,49.64,193,366,254,165,119,273
86,Office & School Supplies,3316,3316,0,0,27.76,544,460,223,89,52,1948
87,World Music,28499,74980,22,10,18.77,14166,29382,9191,1547,108,20586
88,Middle East,554,2056,87,7,17.72,342,883,195,33,1,602
89,Israel,713,713,88,0,18.7,87,331,75,10,1,209
90,Networking & Servers,26,340,41,7,101.67,16,22,61,22,24,195
91,Servers,25,50,90,4,394.13,1,0,3,2,15,29
92,File & Print Servers,5,5,91,0,605.79,0,0,0,0,3,2
93,Accessories,239,29784,10,17,76.75,3354,3753,2277,2734,4006,13660
94,Sports Water Bottles,4021,4021,93,0,18.1,729,1296,288,37,18,1653
95,Baby,71317,71317,0,0,46.57,12763,21671,11510,5645,6152,13576
96,Design & Illustration,1770,2648,41,4,90.74,128,341,412,267,261,1239
97,CAD,241,241,96,0,153.36,3,20,33,35,35,115
98,Power & Hand Tools,43,92089,34,7,54.53,18602,24826,16074,9986,10271,12330
99,Hand Tools,473,42488,98,33,35.81,9778,12695,7688,4038,2498,5791
100,Tool Sets,1978,1978,99,0,49.31,378,539,387,234,190,250
101,Programming & Web Development,5,996,41,6,121.01,36,55,130,75,106,594
102,Web Design,380,638,101,3,77.02,23,40,95,42,32,406
103,Beauty,0,259204,0,6,24.88,62219,69908,38635,14151,5017,69274
104,Skin Care,887,64390,103,7,29.05,10375,18716,12321,4506,1459,17013
105,Face,1378,28075,104,8,34.61,3479,7552,6320,2642,953,7129
106,Creams & Moisturizers,4064,7327,105,4,36.11,701,1897,1876,867,240,1746
107,Automotive,5331,331090,0,13,73.8,45035,62959,61568,53135,59872,48521
108,Lights & Lighting Accessories,11,25389,107,6,68.0,2756,4266,5338,5288,4264,3477
109,Lighting Conversion Kits,0,2304,108,2,54.19,74,328,767,648,131,356
110,Headlight & Tail Light Conversion Kits,1415,1415,109,0,57.66,54,139,495,351,107,269
111,Computers & Technology,559,7725,1,18,6.83,4382,680,182,29,4,2448
112,Computer Science,53,402,111,6,12.86,152,70,28,5,1,146
113,Artificial Intelligence,6,123,112,11,15.29,39,19,6,1,1,57
114,Neural Networks,10,10,113,0,46.82,4,0,1,1,1,3
115,Psychology & Counseling,706,2675,52,23,6.63,1406,210,22,2,2,1033
116,Child Psychology,91,91,115,0,11.54,38,9,1,0,1,42
117,Neuropsychology,94,94,115,0,14.73,43,17,2,1,2,29
118,Medical Books,270,5352,1,12,11.36,2325,438,158,77,37,2317
119,Psychology,0,1819,118,27,7.65,848,186,22,4,2,757
120,Child Psychology,86,86,119,0,13.51,30,13,2,0,1,40
121,Cognitive,121,121,119,0,11.76,44,18,2,0,1,56
122,Neuropsychology,85,85,119,0,15.24,39,17,2,1,2,24
123,"New, Used & Rental Textbooks",16,41,1,6,358.84,0,1,2,0,5,33
124,Medicine & Health Sciences,0,2,123,2,118.76,0,1,0,0,1,0
125,Medicine,0,1,124,1,212.8,0,0,0,0,1,0
126,General,1,1,125,0,212.8,0,0,0,0,1,0
127,Science & Mathematics,4,5,123,1,212.8,0,0,0,0,1,4
128,Mathematics,1,1,127,0,212.8,0,0,0,0,1,0
129,Social Sciences,0,2,123,2,123.88,0,0,1,0,1,0
130,Psychology,0,1,129,3,212.8,0,0,0,0,1,0
131,Cognitive Psychology,1,1,130,0,212.8,0,0,0,0,1,0
132,Developmental Psychology,1,1,130,0,212.8,0,0,0,0,1,0
133,Neuropsychology,1,1,130,0,212.8,0,0,0,0,1,0
134,Science & Math,358,6764,1,18,6.85,3046,487,100,32,6,3093
135,Behavioral Sciences,49,254,134,2,9.25,99,36,3,0,1,115
136,Cognitive Psychology,191,191,135,0,9.23,78,23,1,0,1,88
137,Mathematics,94,708,134,14,8.95,333,81,30,3,1,260
138,Pure Mathematics,0,205,137,11,9.22,101,21,2,3,1,77
139,Set Theory,9,9,138,0,35.78,4,2,0,0,1,2
140,Dolls & Accessories,4,22150,19,5,40.93,2323,5954,4064,1997,1091,6721
141,Dolls,13863,13863,140,0,44.57,1068,3541,2785,1430,760,4279
142,Politics & Social Sciences,0,11094,1,7,5.86,4542,742,55,12,1,5742
143,Social Sciences,495,3727,142,25,6.26,1593,288,23,5,1,1817
144,Specific Demographics,0,711,143,8,6.16,252,45,6,0,0,408
145,Native American Studies,97,97,144,0,4.14,38,4,0,0,0,55
146,Artwork,178,43897,55,5,27.43,12557,8648,3855,1877,1390,15570
147,Posters & Prints,41667,41667,146,0,24.22,12376,8390,3587,1550,961,14803
148,"Arts, Crafts & Sewing",6555,117429,0,19,16.6,54113,26937,7105,2477,1775,25022
149,Excursion Guides,369,369,50,0,5.33,209,21,0,0,0,139
150,Illustration,229,229,96,0,115.83,5,31,34,22,35,102
151,Training,158,158,96,0,84.93,5,16,30,28,26,53
152,Computers,4450,4450,0,0,40.4,678,613,391,210,152,2406
153,All Electronics,7571,7571,0,0,54.02,745,630,443,282,324,5147
154,Camping,236,236,50,0,3.82,184,6,0,0,0,46
155,History,1326,15692,1,12,4.84,7606,941,45,3,2,7095
156,Military,510,3271,155,20,5.43,1531,225,15,0,0,1500
157,World War II,1105,1105,156,0,5.62,523,89,3,0,0,490
158,Arts & Crafts,2004,14666,19,13,13.6,6495,3633,898,221,81,3338
159,Drawing & Painting Supplies,190,4258,158,11,11.89,2238,884,211,60,17,848
160,Drawing & Sketch Pads,1338,1338,159,0,10.3,713,248,44,10,3,320
161,Knitting & Crochet,967,3286,148,5,14.1,1609,765,205,74,30,603
162,Diseases & Physical Ailments,200,2941,52,41,5.19,1685,112,12,2,0,1130
163,Cancer,295,421,162,9,6.19,162,16,1,0,0,242
164,Classical,32961,80605,22,5,22.4,9933,30069,10398,2862,512,26831
165,Miscellaneous,42,724,49,12,6.92,344,74,2,0,0,304
166,Reference,103,103,165,0,6.78,57,12,0,0,0,34
167,Test Preparation,227,227,58,0,35.44,28,34,66,17,7,75
168,Games,1208,38836,19,15,22.08,15697,8480,4603,1899,866,7291
169,Board Games,10938,10938,168,0,38.0,1229,3163,2424,1045,456,2621
170,Early Development Toys,32,1306,56,3,36.2,119,395,216,79,52,445
171,Sorting & Stacking,468,468,170,0,24.13,52,185,90,21,2,118
172,Children's,1085,2626,41,8,29.39,659,701,530,84,87,565
173,Science & Nature,99,99,172,0,20.26,27,19,21,0,0,32
174,"Labels, Indexes & Stamps",7,8183,65,10,15.01,3914,2088,635,182,71,1293
175,Bookmarks,1003,1003,174,0,8.61,555,126,22,4,2,294
176,PC,1689,17214,61,2,25.74,5518,4612,3034,1063,416,2571
177,Games,14404,14404,176,0,22.1,5030,3943,2399,708,190,2134
178,Education & Crafts,5,5433,65,21,26.28,2038,1442,478,241,197,1037
179,Arts & Crafts Supplies,2,1280,178,2,9.52,687,273,27,8,2,283
180,Classroom Decorations,1149,1246,179,2,9.49,666,263,26,8,2,281
181,Mac,199,1526,61,2,30.16,301,455,288,120,43,319
182,Games,1191,1191,181,0,27.69,242,359,230,85,24,251
183,3-D Puzzles,930,930,20,0,17.05,334,327,86,19,9,155
184,Math,169,169,172,0,17.92,51,46,30,2,1,39
185,Education & Teaching,7,7863,1,3,6.39,3902,434,97,24,7,3399
186,Schools & Teaching,1478,6116,185,14,5.99,2873,281,76,19,7,2860
187,Instruction Methods,219,601,186,7,5.93,322,50,14,1,0,214
188,Desk Tapes & Nameplates,104,104,178,0,10.24,62,19,6,1,0,16
189,Teaching Materials,529,1482,178,5,23.47,499,437,117,74,27,328
190,Awards & Incentives Supplies,281,281,189,0,9.92,176,66,3,2,1,33
191,Presentation Boards,2,1723,65,9,65.46,261,402,259,182,227,392
192,Bulletin Boards,364,364,191,0,53.13,47,108,66,38,38,67
193,Pocket Charts,175,175,178,0,18.18,40,87,26,4,0,18
194,Filing Products,69,2621,65,6,21.45,640,930,412,112,30,497
195,Folders,0,988,194,6,21.75,214,388,199,41,8,138
196,Project Folders,137,137,195,0,18.74,56,34,20,6,3,18
197,Lifestyle & Hobbies,995,2371,41,7,50.49,200,425,482,290,117,857
198,Home Publishing,379,839,197,5,43.0,97,183,168,59,27,305
199,Greeting Cards,143,143,198,0,28.84,15,32,52,7,1,36
200,Scrapbooking,68,68,197,0,32.23,9,12,24,7,0,16
201,Stuffed Animals & Plush,501,34809,19,6,21.38,7027,10591,4094,1003,315,11779
202,Puppets,15,1276,201,5,26.94,243,414,142,64,27,386
203,Hand Puppets,756,756,202,0,25.02,58,308,108,46,3,233
204,Paper,82,12954,65,9,17.15,3971,4106,923,350,116,3488
205,Business Paper Products,3,808,204,12,25.32,213,253,139,64,18,121
206,Stationery,224,224,205,0,13.73,82,80,20,1,0,41
207,Desk Accessories & Workspace Organizers,58,13390,65,22,29.38,2887,3993,1465,669,450,3926
208,Mouse Pads & Wrist Rests,20,4699,207,2,16.64,1094,1724,222,75,34,1550
209,Mouse Pads,4261,4261,208,0,16.23,991,1548,187,65,26,1444
210,Early Learning,553,553,172,0,23.16,167,156,107,12,6,105
211,Party Supplies,3727,17636,19,11,8.91,10920,2616,537,94,41,3428
212,Early Childhood Education,687,687,186,0,2.78,383,4,3,0,0,297
213,Typing,130,130,58,0,18.74,34,51,21,4,0,20
214,Animals & Figures,28320,28320,201,0,20.48,6226,8691,3210,767,232,9194
215,Games,569,569,172,0,22.44,155,176,105,15,8,110
216,Notebooks & Writing Pads,188,4597,204,15,14.19,1617,1425,268,79,16,1192
217,Memo & Scratch Pads,746,746,216,0,10.39,357,154,14,8,2,211
218,Novelty & Gag Toys,1421,11724,19,21,15.64,4817,2602,866,245,102,3092
219,Magic Kits & Accessories,1545,1545,218,0,20.35,555,396,215,64,23,292
220,Desk Supplies Holders & Dispensers,134,1599,207,6,17.21,493,442,164,27,9,464
221,Pencil Holders,1225,1225,220,0,18.15,357,339,133,23,7,366
222,More Systems,108,12978,61,30,66.63,1891,2778,2326,1890,1760,2333
223,Game Boy Advance,53,1366,222,2,40.9,330,415,166,130,113,212
224,Dress Up & Pretend Play,13,9086,19,3,26.02,2034,2411,1100,320,252,2969
225,Pretend Play,2193,6428,224,8,30.95,1013,1746,934,279,217,2239
226,Magnet & Felt Playboards,586,586,225,0,14.61,204,176,36,4,3,163
227,"PDAs, Handhelds & Accessories",85,3188,83,2,37.54,739,524,504,80,146,1195
228,PDAs & Handhelds,376,376,227,0,139.09,30,36,32,25,101,152
229,Early Childhood Education Materials,641,641,178,0,18.41,228,232,62,22,8,89
230,Reading & Phonics,199,199,187,0,3.77,133,9,3,0,0,54
231,Women,159802,837929,4,10,47.15,62603,106712,79164,47498,34382,507570
232,Accessories,1742,47384,231,10,30.72,10032,9710,4174,2042,1944,19482
233,Sunglasses & Eyewear Accessories,18,11566,232,5,62.58,1933,1139,828,1151,1524,4991
234,Sunglasses,10404,10404,233,0,62.9,1683,1004,738,1033,1343,4603
235,Band & Music Fan,1685,49349,6,3,29.4,5930,10340,3990,1656,1047,26386
236,Accessories,31609,31609,235,0,31.64,5387,6751,3479,1544,1020,13428
237,Men,47798,371334,4,7,59.5,18443,45177,28247,21428,20344,237695
238,Accessories,877,47055,237,12,33.84,7744,10929,5441,2720,2134,18087
239,Sunglasses & Eyewear Accessories,25,11804,238,5,66.06,1762,1214,1148,1266,1836,4578
240,Sunglasses,9979,9979,239,0,69.4,1437,924,803,1072,1608,4135
241,Paints,715,715,159,0,12.28,395,176,44,14,2,84
242,Sewing,1207,18695,148,18,18.08,9599,3957,1046,382,402,3309
243,Project Management,110,110,42,0,188.46,1,4,13,11,26,55
244,Reference,10742,20760,1,15,5.43,12139,1209,205,38,16,7153
245,Foreign Language Study & Reference,3,503,244,2,5.43,361,18,6,1,0,117
246,"Words, Language & Grammar",210,3269,244,18,3.36,2432,137,19,3,0,678
247,Grammar,133,133,246,0,5.87,89,11,3,0,0,30
248,Linguistics,2102,2102,246,0,2.53,1725,81,9,2,0,285
249,Children's Books,2791,25784,1,24,3.03,14092,368,15,1,2,11306
250,"Activities, Crafts & Games",20,1449,249,3,2.57,833,15,1,0,0,600
251,Activity Books,1176,1176,250,0,2.35,620,10,0,0,0,546
252,Accessories & Supplies,2016,68026,82,8,34.98,20946,17631,9752,5233,3816,10648
253,Audio & Video Accessories,674,48368,252,21,37.26,14165,12081,7556,4085,2991,7490
254,Remote Controls,4,3121,253,2,34.39,446,1139,624,199,137,576
255,TV Remote Controls,2866,2866,254,0,31.7,414,1096,561,152,96,547
256,Lullabies,574,574,28,0,20.18,116,239,117,16,0,86
257,GPS & Navigation,16,7078,82,4,49.52,1653,2221,763,425,794,1222
258,Vehicle GPS,354,609,257,2,153.7,25,39,13,95,212,225
259,Trucking GPS,250,250,258,0,164.95,9,15,6,43,114,63
260,Social Studies Materials,0,260,178,2,33.94,61,74,35,18,14,58
261,Maps,239,239,260,0,34.37,50,69,34,17,13,56
262,Hunting & Fishing,84,80442,10,5,52.96,10760,18891,14331,8661,7004,20795
263,Tactical & Duty,342,6521,262,6,38.3,1291,1623,1001,579,426,1601
264,Tactical Knives,2485,2485,263,0,37.97,473,715,341,182,202,572
265,Electronics for Kids,1090,6354,19,10,32.46,1045,1517,1019,462,185,2126
266,Systems & Accessories,129,1387,265,3,23.57,397,407,163,82,22,316
267,Electronic Software & Books,817,817,266,0,17.11,288,273,96,22,4,134
268,Electronic Toys,1331,1331,265,0,32.46,153,394,260,116,38,370
269,Educational Charts & Posters,84,84,180,0,9.98,64,10,3,1,0,6
270,Office Electronics,808,15334,64,12,117.44,1310,1679,1984,2138,3540,4683
271,"Electronic Dictionaries, Thesauri & Translators",57,571,270,4,115.75,28,52,94,61,151,185
272,English Dictionaries,70,70,271,0,59.82,2,10,23,14,6,15
273,Inkjet Printer Paper,501,501,204,0,40.38,56,131,91,63,32,128
274,Computer Paper,85,85,205,0,27.73,17,26,17,12,1,12
275,Cutting & Measuring Devices,41,1106,65,4,41.22,362,215,128,68,80,253
276,Paper Trimmers & Blades,63,438,275,3,73.57,77,79,75,53,73,81
277,Spanish ESL Materials,15,15,178,0,15.95,4,5,2,0,0,4
278,Construction Tools,500,500,225,0,33.68,40,115,94,27,15,209
279,Professional Development Resources,332,332,189,0,33.78,63,114,38,22,8,87
280,Craft Kits,787,4262,158,12,14.64,1554,1324,332,58,13,981
281,Jewelry,1062,1062,280,0,12.53,473,308,68,9,1,203
282,Floor Puzzles,592,592,20,0,18.54,95,295,62,12,2,126
283,Money & Banking,406,406,225,0,22.84,117,90,36,12,6,145
284,Reading & Language,173,173,172,0,18.76,47,61,32,1,1,31
285,Store Signs & Displays,3,1407,65,3,40.98,256,374,327,171,97,182
286,Store Sign Holders,280,280,285,0,54.04,40,42,70,65,38,25
287,Tools & Accessories,360,20861,103,6,20.27,7168,4726,1953,759,357,5898
288,Makeup Brushes & Tools,2,5944,287,7,17.7,2344,1554,478,171,74,1323
289,Brushes & Applicators,2546,2546,288,0,21.16,765,782,295,99,32,573
290,Headphones,11649,11649,253,0,52.62,1754,2878,2141,1434,1147,2295
291,Comedy & Spoken Word,2315,5637,22,6,17.74,1227,2380,704,82,14,1230
292,Spoken Word,1387,1387,291,0,17.84,256,584,146,27,1,373
293,Pop,212299,329861,22,12,19.28,69355,130409,50537,7860,761,70939
294,Rock,140343,187606,22,13,20.56,37638,69011,34086,5398,508,40965
295,Special Interest,11553,13454,22,5,17.71,2797,5599,1416,205,48,3389
296,Radio Shows,185,185,295,0,24.45,12,52,52,8,0,61
297,Vocal Pop,38495,38495,293,0,18.05,8107,17829,4490,691,107,7271
298,Trading Card Games,340,14293,168,6,10.54,10368,1716,667,331,167,1044
299,Single Cards,8894,8894,298,0,6.41,7193,753,264,97,44,543
300,Wind & Woodwind Accessories,176,1987,31,8,39.83,366,696,352,195,161,217
301,Furniture,2179,38401,55,10,229.15,323,872,1827,4122,17118,14139
302,Kitchen & Dining Room Furniture,568,4147,301,8,271.1,22,42,93,329,2080,1581
303,Chairs,1289,1289,302,0,186.82,1,5,20,152,692,419
304,Wall Calendars,5529,5529,66,0,15.66,1199,1060,280,51,15,2924
305,Cards & Card Stock,30,5702,204,11,13.31,1826,1899,210,48,10,1709
306,Greeting Cards,3825,3825,305,0,13.1,1309,1245,103,35,8,1125
307,"Cups, Mugs & Saucers",133,11978,78,5,20.33,1647,4850,1336,256,67,3822
308,Coffee Cups & Mugs,10516,10516,307,0,19.22,1526,4442,1062,187,45,3254
309,Outdoor Gear,51,37712,10,2,51.96,4200,6223,4945,3662,2696,15986
310,Camping & Hiking,1622,35386,309,21,52.58,3847,5790,4688,3463,2550,15048
311,Backpacks & Bags,474,4886,310,6,70.16,137,437,610,632,474,2596
312,Hiking Daypacks,1839,1839,311,0,67.29,17,159,280,275,141,967
313,eBook Readers & Accessories,49,7489,82,10,35.22,1900,2082,666,490,377,1974
314,Power Adapters,263,263,313,0,16.18,131,63,30,2,4,33
315,Skins,1452,1452,313,0,39.53,237,507,103,106,69,430
316,Covers,4156,4156,313,0,37.34,1022,1085,431,291,222,1105
317,Touch Screen Tablet Accessories,1594,42883,83,6,24.39,14659,15110,5513,1469,1285,4847
318,Bundles,2543,2543,317,0,30.14,965,866,255,51,141,265
319,Bedding,458,61801,55,18,63.33,1471,8572,12414,10463,6234,22647
320,Blankets & Throws,24,7995,319,2,52.48,117,1236,1935,952,472,3283
321,Throws,5024,5024,320,0,45.53,104,845,1224,654,177,2020
322,Chargers & Adapters,1604,1604,317,0,18.81,699,535,214,39,21,96
323,Bundles,490,490,313,0,19.16,128,182,36,7,8,129
324,eBook Readers,250,250,313,0,93.94,16,7,3,50,37,137
325,Screen Protectors,213,213,313,0,11.12,136,44,8,1,1,23
326,PDA & Handheld Accessories,146,2727,227,8,24.05,699,475,466,53,40,994
327,Laptop & Netbook Computer Accessories,722,56456,83,12,32.06,9806,18854,12308,4832,1857,8799
328,Docking Stations,600,600,327,0,96.54,34,68,102,110,168,118
329,Topographic Maps,237,237,310,0,21.99,61,75,14,16,0,71
330,Languages,1056,1056,58,0,125.81,45,143,232,37,290,309
331,New Age,8086,19389,22,6,18.89,3602,8481,2460,456,24,4366
332,Meditation,8710,8710,331,0,19.0,1599,3899,1258,183,5,1766
333,Relaxation,1738,1738,331,0,21.04,256,696,314,56,1,415
334,Personal Care,783,41626,60,9,25.19,10289,11071,4943,1872,1008,12443
335,Power Tool Accessories,450,27020,98,16,40.62,6099,8064,5322,3090,2030,2415
336,Lathe Accessories,0,897,335,3,70.15,80,208,190,178,169,72
337,Accessories & Parts,359,359,336,0,60.83,43,106,76,46,53,35
338,Shaving & Hair Removal,168,12966,334,9,31.56,2349,3473,1927,817,457,3943
339,Manual Shaving,1932,1932,338,0,25.96,395,463,257,79,39,699
340,Instructional,945,945,295,0,20.99,166,293,129,34,4,319
341,Golf,612,14335,10,13,71.42,1218,2647,1471,1034,1559,6406
342,Coach & Referee Gear,57,563,93,5,23.35,199,137,68,30,12,117
343,Scorebooks,57,57,342,0,15.61,24,14,3,1,1,14
344,Basic & Life Skills Toys,852,852,56,0,22.65,213,290,146,37,10,156
345,Kitchen Utensils & Gadgets,713,40993,77,18,21.39,11631,11955,4021,1203,639,11544
346,Specialty Tools & Gadgets,12,2939,345,12,18.09,1098,844,200,64,46,687
347,Ice Pop Molds,237,237,346,0,14.58,84,82,19,4,0,48
348,Craft Supplies,1275,18141,148,23,16.87,7886,5208,1319,437,238,3053
349,Game Room Games,55,1996,168,10,53.84,475,365,250,102,117,687
350,Mini Table Games,1027,1027,349,0,18.51,368,153,129,43,6,328
351,Toy Remote Control & Play Vehicles,11,19680,19,6,31.01,3459,5078,3181,1308,558,6096
352,Play Vehicles,5984,5984,351,0,28.06,1240,1589,876,313,141,1825
353,Paper & Paper Crafts,384,6305,348,8,15.59,2459,1890,394,149,49,1364
354,Paper,225,3562,353,16,14.38,1484,1049,214,84,18,713
355,Drawing Pads & Books,562,562,354,0,16.26,210,216,38,22,2,74
356,Pet Supplies,4113,110707,0,34,29.83,25235,31293,15072,6815,4043,28249
357,Dogs,25,72403,356,16,27.24,16097,22383,9907,4435,2029,17552
358,Toys,554,7634,357,6,11.76,3336,2046,183,52,22,1995
359,Card Games,3288,3288,168,0,17.89,1077,1104,334,102,22,649
360,Medicine,0,2330,118,16,15.62,899,169,99,59,31,1073
361,Internal Medicine,41,1726,360,28,15.97,647,125,79,45,23,807
362,Pathology,20,473,361,4,18.55,187,38,24,14,10,200
363,Diseases,146,376,362,5,17.2,163,28,12,13,7,153
364,Guitar & Bass Accessories,295,12688,31,16,36.96,3839,3520,1783,1472,1007,1067
365,Eye Care,119,7782,334,5,26.7,1842,2377,801,340,266,2156
366,Reading Glasses,6101,6101,365,0,29.38,1268,1898,651,303,249,1732
367,Dice & Gaming Dice,794,794,168,0,12.25,393,171,46,8,2,174
368,Leisure Sports & Game Room,58,13121,10,8,52.15,2222,2575,1621,1356,1095,4252
369,Casino Equipment,93,1935,368,10,41.22,546,387,224,184,142,452
370,Medical Supplies & Equipment,1269,33493,60,11,46.17,5045,8867,6561,3235,2389,7396
371,Daily Living Aids,517,5858,370,7,36.0,1809,1484,669,311,333,1252
